Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
1081,2021,Andhra Pradesh,Andhra Pradesh_Zone1,south,15896750,225349,14025,dirt road,80.61,1,0,0,0,1,0.401,0.594,0.62,0,9.138,54.67,0.5,2.0687,78491,206562,5527
1082,2021,Andhra Pradesh,Andhra Pradesh_Zone2,south,9197772,124825,11704,proper road,36.84,0,0,0,0,0,0.248,0.687,0.582,1,15.575,50.14,0.583,0.4487,27734,44805,517
1083,2021,Andhra Pradesh,Andhra Pradesh_Zone3,south,14652541,134251,7435,damaged road,64.73,1,0,0,0,1,0.454,0.72,0.664,0,6.094,48.39,0.667,2.5753,63067,163173,7545
1084,2021,Andhra Pradesh,Andhra Pradesh_Zone4,south,14175478,198901,8834,dirt road,30.62,0,0,0,0,1,0.284,0.699,0.517,1,13.884,57.92,0.75,1.1883,51105,95493,966
1085,2021,Andhra Pradesh,Andhra Pradesh_Zone5,south,17941243,238828,6059,dirt road,74.63,1,0,0,0,0,0.329,0.558,0.553,0,19.178,64.41,0.833,1.7339,64440,166233,4806
1086,2021,Arunachal Pradesh,Arunachal Pradesh_Zone1,north_east,1657790,177306,7560,proper road,80.57,1,0,0,0,0,0.11,0.424,0.546,0,88.612,65.31,0.5,1.5056,393785,1001002,28285
1087,2021,Arunachal Pradesh,Arunachal Pradesh_Zone2,north_east,2856350,231088,3842,damaged road,42.03,0,0,0,0,0,0.246,0.564,0.535,1,90.342,55.82,0.583,1.4438,302633,628884,21992
1088,2021,Arunachal Pradesh,Arunachal Pradesh_Zone3,north_east,3404932,213651,4157,proper road,45.78,0,0,0,0,0,0.397,0.468,0.572,0,66.881,61.67,0.667,0.5657,131146,226197,2288
1089,2021,Arunachal Pradesh,Arunachal Pradesh_Zone4,north_east,3798328,270985,8536,dirt road,60.03,1,0,0,0,0,0.328,0.424,0.652,1,72.526,41.7,0.75,1.7315,312524,710924,21227
1090,2021,Arunachal Pradesh,Arunachal Pradesh_Zone5,north_east,2449763,243816,6185,dirt road,80.04,1,0,0,0,0,0.287,0.367,0.655,0,139.358,49.73,0.833,1.7583,629117,1556475,42155
1091,2021,Assam,Assam_Zone1,north_east,15895867,44629,6470,proper road,92.11,1,0,0,0,0,0.179,0.864,0.673,0,5.0,47.13,0.5,1.1969,11182,26745,739
1092,2021,Assam,Assam_Zone2,north_east,15722811,87309,7865,proper road,88.14,0,0,0,0,0,0.481,0.971,0.548,1,5.0,54.22,0.583,0.3308,10270,22791,193
1093,2021,Assam,Assam_Zone3,north_east,11638162,98573,10517,proper road,61.86,1,0,0,0,0,0.119,0.892,0.587,0,5.224,59.44,0.667,1.2428,33044,71333,2357
1094,2021,Assam,Assam_Zone4,north_east,23725390,89770,9782,dirt road,62.96,0,0,0,0,0,0.253,0.875,0.5,1,5.0,60.0,0.75,0.7126,10439,21692,193
1095,2021,Assam,Assam_Zone5,north_east,21095319,47475,10338,dirt road,42.11,0,0,0,0,0,0.062,0.89,0.522,0,5.0,68.83,0.833,0.6895,6277,11381,119
1096,2021,Bihar,Bihar_Zone1,east,13996764,84323,2197,dirt road,48.15,0,0,1,0,0,0.555,0.775,0.473,0,8.036,75.85,0.5,1.3813,25762,56693,499
1097,2021,Bihar,Bihar_Zone2,east,9639601,175940,4749,proper road,89.34,0,0,0,0,0,0.069,0.653,0.523,1,26.637,57.26,0.583,0.5073,37646,85697,707
1098,2021,Bihar,Bihar_Zone3,east,8037658,201719,5267,damaged road,49.75,0,0,0,0,0,0.271,0.703,0.698,0,33.304,43.45,0.667,1.2598,92441,178742,6190
1099,2021,Bihar,Bihar_Zone4,east,9452063,183257,4252,proper road,62.98,1,0,0,0,0,0.549,0.783,0.593,1,25.961,48.89,0.75,1.2938,74617,165520,5496
1100,2021,Bihar,Bihar_Zone5,east,14294775,101347,6199,proper road,64.35,0,0,1,0,0,0.172,0.713,0.592,0,10.258,58.78,0.833,1.0294,24196,51861,439
1101,2021,Chhattisgarh,Chhattisgarh_Zone1,central,12937734,231662,13847,proper road,37.36,0,0,0,0,0,0.335,0.966,0.476,0,21.601,75.4,0.5,0.3833,33401,56579,610
1102,2021,Chhattisgarh,Chhattisgarh_Zone2,central,22510645,163161,9404,dirt road,53.38,0,0,0,0,0,0.086,0.878,0.506,1,9.543,59.31,0.583,0.7068,19251,37672,366
1103,2021,Chhattisgarh,Chhattisgarh_Zone3,central,21992904,227812,18173,damaged road,35.04,0,0,0,0,0,0.158,0.924,0.589,0,10.395,59.19,0.667,1.2259,39554,73864,2895
1104,2021,Chhattisgarh,Chhattisgarh_Zone4,central,16815012,153761,17542,proper road,62.72,1,0,0,0,1,0.199,0.897,0.492,1,5.794,60.91,0.75,1.7068,44893,110756,3455
1105,2021,Chhattisgarh,Chhattisgarh_Zone5,central,13597569,153384,13459,dirt road,31.14,0,0,1,0,0,0.328,0.957,0.675,0,9.453,46.8,0.833,1.1489,40909,70266,715
1106,2021,Goa,Goa_Zone1,west,8680746,224593,5195,dirt road,43.44,0,0,1,0,0,0.256,0.494,0.811,0,29.772,27.27,0.5,1.2857,96707,169496,1510
1107,2021,Goa,Goa_Zone2,west,7787372,263981,7909,damaged road,37.47,0,0,1,0,0,0.396,0.471,0.805,1,45.105,23.36,0.583,1.901,313072,586717,19826
1108,2021,Goa,Goa_Zone3,west,10051445,164139,3557,dirt road,70.31,0,0,0,0,0,0.174,0.465,0.767,0,10.221,33.5,0.667,0.7303,42581,80007,679
