Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
1621,2024,Andhra Pradesh,Andhra Pradesh_Zone1,south,11649248,298645,8474,proper road,49.68,0,1,0,0,0,0.356,0.704,0.68,0,22.203,46.15,0.75,1.1726,107098,202421,5308
1622,2024,Andhra Pradesh,Andhra Pradesh_Zone2,south,15735603,287640,6328,proper road,51.72,0,1,1,0,0,0.274,0.711,0.618,1,20.31,45.82,0.833,1.8116,109068,247333,5772
1623,2024,Andhra Pradesh,Andhra Pradesh_Zone3,south,10323174,176174,6502,dirt road,56.77,0,0,0,0,0,0.673,0.618,0.679,0,14.55,46.22,0.917,0.7157,52711,96127,893
1624,2024,Andhra Pradesh,Andhra Pradesh_Zone4,south,10627813,304597,6172,proper road,56.44,0,0,0,0,0,0.226,0.58,0.617,1,32.276,46.0,0.0,0.4782,69109,121836,1200
1625,2024,Andhra Pradesh,Andhra Pradesh_Zone5,south,10083926,245501,15062,proper road,87.41,1,0,1,0,0,0.283,0.632,0.718,0,24.907,40.6,0.083,1.8815,146103,362598,10009
1626,2024,Arunachal Pradesh,Arunachal Pradesh_Zone1,north_east,3201164,152730,8677,proper road,76.55,1,0,0,0,0,0.285,0.547,0.553,0,64.257,64.33,0.75,1.4391,216034,525371,15614
1627,2024,Arunachal Pradesh,Arunachal Pradesh_Zone2,north_east,2768478,223518,6285,damaged road,64.02,1,0,1,1,0,0.529,0.478,0.402,1,41.885,71.76,0.833,3.0798,1269006,4059743,181357
1628,2024,Arunachal Pradesh,Arunachal Pradesh_Zone3,north_east,3423624,245206,9684,damaged road,94.65,1,1,0,0,0,0.071,0.389,0.473,0,96.059,75.94,0.917,3.2745,1642110,5796228,286431
1629,2024,Arunachal Pradesh,Arunachal Pradesh_Zone4,north_east,2127114,113250,5036,dirt road,89.25,1,0,0,0,0,0.339,0.545,0.553,1,71.188,53.64,0.0,1.7406,281597,767174,20236
1630,2024,Arunachal Pradesh,Arunachal Pradesh_Zone5,north_east,2045289,175344,3660,proper road,72.39,1,0,0,0,0,0.162,0.44,0.473,0,103.924,75.95,0.083,1.549,390478,999630,30243
1631,2024,Assam,Assam_Zone1,north_east,18574784,88719,4258,proper road,84.09,1,0,0,0,0,0.136,0.817,0.529,0,5.0,67.86,0.75,1.3214,23515,59660,1808
1632,2024,Assam,Assam_Zone2,north_east,18380709,44691,7313,dirt road,33.78,0,0,0,0,0,0.33,0.825,0.451,1,5.0,65.93,0.833,0.7721,8708,15504,168
1633,2024,Assam,Assam_Zone3,north_east,14358930,82662,4293,proper road,43.54,0,0,0,0,0,0.434,0.883,0.564,0,5.0,62.78,0.917,0.3635,13160,21498,234
1634,2024,Assam,Assam_Zone4,north_east,13911285,49853,7850,damaged road,55.48,0,0,1,0,0,0.072,0.901,0.621,1,5.0,45.5,0.0,1.8148,43081,96731,3084
1635,2024,Assam,Assam_Zone5,north_east,15424266,48177,11149,dirt road,31.75,0,0,0,0,0,0.077,0.877,0.502,0,5.0,71.75,0.083,0.7103,10486,17700,196
1636,2024,Bihar,Bihar_Zone1,east,11667130,158114,2766,proper road,68.08,1,0,0,0,0,0.117,0.747,0.613,0,7.701,55.69,0.75,1.2973,62256,138669,4330
1637,2024,Bihar,Bihar_Zone2,east,13123731,97683,5498,dirt road,51.22,0,0,0,0,0,0.05,0.77,0.571,1,9.853,51.48,0.833,0.7154,23920,44662,435
1638,2024,Bihar,Bihar_Zone3,east,7135824,94180,5641,damaged road,42.97,0,1,1,0,1,0.4,0.718,0.694,0,12.028,44.01,0.917,3.0547,229330,568297,22815
1639,2024,Bihar,Bihar_Zone4,east,12702566,165867,3696,proper road,30.08,0,0,1,0,0,0.317,0.721,0.638,1,11.549,43.43,0.0,0.993,50326,83926,861
