Sl No.,year,State,zone,region,state_population_zone,registered_vehicles_zone,road_length_km,road_condition,avg_speed_index,overspeeding,bad_weather,fault_of_driver,driver_below_18,fault_in_vehicle,pct_two_wheelers,enforcement_index,health_index,urban_flag,traffic_density,time_to_hospital,monthality_index,danger_score,no_of_accidents,no_of_injured,no_of_killed
721,2019,Andhra Pradesh,Andhra Pradesh_Zone1,south,14252578,146660,14746,proper road,90.45,1,0,1,0,0,0.172,0.723,0.669,0,9.149,47.73,0.333,1.8707,48721,128201,3302
722,2019,Andhra Pradesh,Andhra Pradesh_Zone2,south,10912979,278355,13089,proper road,35.29,0,0,0,0,0,0.257,0.664,0.592,1,25.277,48.97,0.417,0.4536,45232,71129,819
723,2019,Andhra Pradesh,Andhra Pradesh_Zone3,south,14031166,192590,11656,damaged road,47.81,0,0,0,0,1,0.266,0.714,0.529,0,16.253,67.78,0.5,1.7723,60539,138004,4375
724,2019,Andhra Pradesh,Andhra Pradesh_Zone4,south,9827272,124037,15223,proper road,93.01,1,0,0,0,0,0.484,0.624,0.624,1,17.821,45.09,0.583,1.3511,46019,114952,3224
725,2019,Andhra Pradesh,Andhra Pradesh_Zone5,south,8962057,160749,10360,dirt road,39.76,0,0,0,0,0,0.51,0.576,0.691,0,11.764,44.43,0.667,0.7281,42102,69230,693
726,2019,Arunachal Pradesh,Arunachal Pradesh_Zone1,north_east,3502068,155925,5650,proper road,43.75,0,0,0,0,0,0.26,0.426,0.589,0,50.436,59.16,0.333,0.5747,86018,146713,1552
727,2019,Arunachal Pradesh,Arunachal Pradesh_Zone2,north_east,2412174,161205,9160,proper road,55.78,0,0,0,0,0,0.166,0.447,0.529,1,68.626,56.53,0.417,0.606,128192,245854,2413
728,2019,Arunachal Pradesh,Arunachal Pradesh_Zone3,north_east,2889421,201289,6760,proper road,43.37,0,0,0,0,0,0.114,0.48,0.53,0,81.023,67.69,0.5,0.589,132663,235046,2524
729,2019,Arunachal Pradesh,Arunachal Pradesh_Zone4,north_east,1977530,207647,4989,dirt road,64.32,0,0,0,0,0,0.062,0.478,0.531,1,134.438,56.3,0.583,0.8895,354745,758411,6580
730,2019,Arunachal Pradesh,Arunachal Pradesh_Zone5,north_east,2584493,137230,6598,dirt road,84.09,0,0,0,0,1,0.637,0.468,0.579,0,39.919,60.68,0.667,1.2611,232470,573791,4111
